name,normalizedName,tager,legacyDefaultTag,runtimeDefaultTag,bundleIdentifier,defaultNote-ZH
,plex-media-server,video,media|video|entertainment,media|video,null,媒体工具，适合处理图片、音频或视频内容
,mqttx,api-tools,utilities,development,null,MQTT 客户端，适合调试、测试和管理 MQTT 消息连接
,logitech-g-hub,device-management|devops,development|utilities,development|utilities|system-enhancement,null,开发相关工具，适合编程、调试或管理开发环境
,rio,terminal-tools,development|utilities,development,null,开发者工具，适合命令行、构建、调试或工程管理
,geekbench,system-maintenance,utilities,utilities|system-enhancement,null,跨平台基准测试工具，可测试处理器和内存性能
,apache-directory-studio,database-tools,browser,development,null,开发相关工具，适合编程、调试或管理开发环境
,pdf-expert,PDF,writing,writing|utilities,null,PDF 阅读、批注和编辑工具，处理合同论文都方便
,hamed-elfayome-claude-usage-claude-usage-tracker,ai-tools,productivity|ai-tools,ai-tools,null,Claude 相关工具，适合 AI 辅助开发或内容处理
,yaak,network-tools|Automation,utilities,productivity|utilities|system-enhancement,null,API 客户端，适合调试 HTTP 请求和管理接口工作流
,openemu,game,media|video|entertainment|game,entertainment|game,null,复古游戏模拟器，把多平台游戏库统一管理起来
,block-goose,ai-tools,utilities,ai-tools,null,AI 桌面助手，适合在桌面上获得轻量陪伴和提醒
,powershell-preview,terminal-tools,development|media|picture-photo|utilities|system,development,null,跨平台脚本和命令行管理工具预览版
,xbar,Automation,utilities|system-enhancement,productivity|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,xmind,Notes,productivity,productivity|writing,null,适合画流程图、结构图或头脑风暴草图
,draw-things,ai-tools|picture-photo,productivity|development|media|picture-photo|ai-tools,media|picture-photo|ai-tools,null,本地 AI 绘图工具，直接在 Mac 上跑图像生成
,imazing,device-management,utilities,utilities|system-enhancement,null,iPhone 管理工具，适合备份、传输和管理 iOS 设备数据
,burp-suite,security,utilities,security,null,安全工具，适合保护隐私、控制访问或加密数据
,qmk-toolbox,device-management,utilities,utilities|system-enhancement,null,机械键盘固件工具，适合刷写和调试 QMK 固件
,smcfancontrol,device-management|system-maintenance,utilities,utilities|system-enhancement,null,电池或硬件状态工具，适合查看设备状态并辅助维护
,zenmap,security,utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,prismlauncher,game,productivity,entertainment|game,null,游戏，适合休闲娱乐和沉浸式体验
,anytype,security|writing,writing|utilities|security,writing|security,null,本地优先的知识库和资料管理工具，强调隐私和结构化
,font-d2coding,Font,development|utilities,design|utilities,null,字体资源包，适合为编辑器、终端或设计工作补充字体
,ilspy,terminal-tools,utilities,development,null,开发者工具，适合命令行、构建、调试或工程管理
,font-caskaydia-cove-nerd-font,Font,utilities,design|utilities,null,字体资源包，适合为编辑器、终端或设计工作补充字体
,suspicious-package,Automation,utilities,productivity|system-enhancement,null,安装包检查工具，适合查看 pkg 安装内容和脚本
,winbox,network-tools|device-management,utilities,utilities|system-enhancement,null,MikroTik 路由器管理工具，适合配置和维护 RouterOS 设备
,cardinal-search,file-management,browser,file-management|utilities,null,文件管理工具，适合整理、传输或清理文件
,electerm,transfer|terminal-tools,file-management|transfer|development|utilities,transfer|development|utilities,null,传输工具，适合下载、同步或在设备间传文件
,gcenx-wine-game-porting-toolkit,game,utilities|entertainment|game,entertainment|game,null,游戏，适合休闲娱乐和沉浸式体验
,gitbutler,Automation|devops,productivity|development,productivity|development|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,elgato-stream-deck,device-management|Automation,utilities,productivity|utilities|system-enhancement,null,快捷控制面板工具，适合直播、剪辑和自动化操作
,firefox-developer-edition,browser,browser|development,browser,null,网页浏览器，适合日常上网和访问 Web 服务
,cameracontroller,device-management,utilities,utilities|system-enhancement,null,图片工具，适合浏览、编辑、转换或管理图片
,blip,transfer,utilities,transfer|utilities,null,跨设备文件传输工具
,hyperkey,Automation,utilities,productivity|system-enhancement,null,快捷键增强工具，适合把 Caps Lock 改造成组合修饰键
,macos-fuse-t-cask-fuse-t-sshfs,file-management,utilities,file-management|utilities,null,FUSE 文件系统组件，适合让 macOS 挂载和访问扩展文件系统
,disk-drill,system-maintenance,utilities,utilities|system-enhancement,null,数据恢复工具，适合扫描和恢复误删文件
,font-monaspace,Font,utilities,design|utilities,null,字体资源包，适合为编辑器、终端或设计工作补充字体
,sioyek,education|PDF,design|education,writing|utilities|education,null,办公文档工具，适合阅读、编辑或管理文档资料
,flashspace,window-management,utilities,utilities|system-enhancement,null,虚拟工作区管理工具
,google-earth-pro,education,utilities|education,education,null,学习工具，适合教育、参考或知识整理
,istat-menus,system-maintenance,utilities,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,synology-drive,transfer|device-management,transfer|utilities,transfer|utilities|system-enhancement,null,文件管理工具，适合整理、传输、清理或备份文件
,font-sarasa-gothic,Font,utilities,design|utilities,null,字体资源包，适合为编辑器、终端或设计工作补充字体
,sol,Font|ui-prototyping|3d-cad,productivity,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,betterzip,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,coderabbit,ai-tools,development|ai-tools,ai-tools,null,把 AI 带进开发流程，适合写代码、调试和自动化
,popclip,Automation,utilities,productivity|system-enhancement,null,划词快捷操作工具，可对选中文本快速执行搜索、复制、翻译等动作
,font-maple-mono-nf,Font,utilities,design|utilities,null,字体资源包，适合为编辑器、终端或设计工作补充字体
,reaper,audio,development|media|audio,media|audio,null,专业数字音频工作站，录音、剪辑、编曲和混音都很灵活
,meshlab,system-maintenance,utilities,utilities|system-enhancement,null,3D 网格处理工具，适合查看、清理和处理三维模型
,tidal,video|audio,media|video|audio|entertainment,media|video|audio,null,高音质流媒体音乐服务，适合认真听歌的人
,marta,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,silicon-labs-vcp-driver,device-management,utilities,utilities|system-enhancement,null,
,cool-retro-term,terminal-tools,development|utilities|system-enhancement,development,null,开发者工具，适合命令行、构建、调试或工程管理
,openlp,office,productivity,productivity|writing,null,办公文档工具，适合阅读、编辑或管理文档资料
,slack-cli,communication,communication|productivity,communication,null,用命令行操作 Slack，适合把团队消息接进脚本流程
,font-iosevka-nerd-font,Font,utilities,design|utilities,null,字体资源包，适合为编辑器、终端或设计工作补充字体
,android-ndk,runtime-sdk,development|utilities,development,null,开发相关工具，适合编程、调试或管理开发环境
,font-maple-mono,Font,utilities,design|utilities,null,字体资源包，适合为编辑器、终端或设计工作补充字体
,home-assistant,Automation,productivity|utilities|system-enhancement,productivity|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,viber,communication|security,communication|utilities|security,communication|security,null,沟通工具，适合聊天、邮件、通话或团队交流
,jdk-mission-control,window-management|runtime-sdk,utilities|system-enhancement,development|utilities|system-enhancement,null,Java JDK/运行时组件，适合开发或运行 Java 应用
,paseo,ai-tools,development|ai-tools,ai-tools,null,AI 辅助开发工具，适合把模型接进代码工作流
,dot,communication,communication|productivity|utilities|system-enhancement,communication,null,菜单栏小工具入口，适合把常用动作收得更近
,dupeguru,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,font-ibm-plex-mono,Font,media|video|utilities|entertainment,design|utilities,null,字体资源包，适合为编辑器、终端或设计工作补充字体
,retroarch,game,browser|media|video|entertainment|game,entertainment|game,null,统一模拟器前端，把复古游戏、核心和手柄配置收一起
,keyboard-maestro,Automation,productivity|utilities|system-enhancement,productivity|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,postgres-app,database-tools,utilities,development,null,数据库工具，适合连接、查询和管理数据库
,hazel,Automation,utilities|system-enhancement,productivity|system-enhancement,null,为 Mac 设计的自动化文件组织工具
