rank,name,defaultTagIDs,defaultTagNamesEN,bundleIdentifier,normalizedName,oldCategoryCandidates,sourceEvidence,mergedCandidateRanks,tagReviewStatus,tagConfidence,regionHints,notes
632,Macvim App,development,Development,,macvim-app,development,homebrew_cask_30d:536,632,single_tag_heuristic_review,0.62,,homebrew_count=401;percent=0.02;cask=macvim-app
633,Zulu,development,Development,,zulu,other,homebrew_cask_30d:534,633,single_tag_heuristic_review,0.62,,homebrew_count=403;percent=0.02;cask=zulu
634,Typeless,other,Other,,typeless,other,homebrew_cask_30d:535,634,needs_classification,0.30,,homebrew_count=402;percent=0.02;cask=typeless
635,Authzed/tap/spicedb,development,Development,,authzed-tap-spicedb,development,homebrew_cask_30d:538,635,single_tag_heuristic_review,0.62,,homebrew_count=396;percent=0.02;cask=authzed/tap/spicedb
636,Corretto,development,Development,,corretto,other,homebrew_cask_30d:537,636,single_tag_heuristic_review,0.62,,homebrew_count=397;percent=0.02;cask=corretto
637,Devtoys,development,Development,,devtoys,development,homebrew_cask_30d:540,637,single_tag_heuristic_review,0.62,,homebrew_count=396;percent=0.02;cask=devtoys
638,Playcover Community,game|entertainment,Games|Entertainment,,playcover-community,other,homebrew_cask_30d:539,638,multi_tag_heuristic_review,0.70,,homebrew_count=396;percent=0.02;cask=playcover-community
639,Sublime Merge,development,Development,,sublime-merge,development,homebrew_cask_30d:543,639,single_tag_heuristic_review,0.62,,homebrew_count=392;percent=0.02;cask=sublime-merge
640,Visualvm,other,Other,,visualvm,other,homebrew_cask_30d:541,640,needs_classification,0.30,,homebrew_count=395;percent=0.02;cask=visualvm
641,Logitech G Hub,utilities,Utilities,,logitech-g-hub,utilities,homebrew_cask_30d:544,641,single_tag_heuristic_review,0.62,,homebrew_count=392;percent=0.02;cask=logitech-g-hub
642,Jan,ai-tools|productivity,AI Tools|Productivity,,jan,other,homebrew_cask_30d:542,642,multi_tag_heuristic_review,0.70,,homebrew_count=395;percent=0.02;cask=jan
643,Cryptomator,finance,Finance,,cryptomator,finance,homebrew_cask_30d:545,643,single_tag_heuristic_review,0.62,,homebrew_count=388;percent=0.02;cask=cryptomator
644,Postico,other,Other,,postico,other,homebrew_cask_30d:546,644,needs_classification,0.30,,homebrew_count=388;percent=0.02;cask=postico
645,Font Hackgen Nerd,utilities,Utilities,,font-hackgen-nerd,other,homebrew_cask_30d:547,645,single_tag_heuristic_review,0.62,,homebrew_count=386;percent=0.02;cask=font-hackgen-nerd
646,Kotlin Lsp,other,Other,,kotlin-lsp,other,homebrew_cask_30d:548,646,needs_classification,0.30,,homebrew_count=384;percent=0.02;cask=kotlin-lsp
647,Openwebstart,other,Other,,openwebstart,other,homebrew_cask_30d:549,647,needs_classification,0.30,,homebrew_count=383;percent=0.02;cask=openwebstart
648,Zulu@11,development,Development,,zulu-11,other,homebrew_cask_30d:550,648,single_tag_heuristic_review,0.62,,homebrew_count=382;percent=0.02;cask=zulu@11
649,Qcad,other,Other,,qcad,other,homebrew_cask_30d:551,649,needs_classification,0.30,,homebrew_count=382;percent=0.02;cask=qcad
650,Cmake App,other,Other,,cmake-app,other,homebrew_cask_30d:552,650,needs_classification,0.30,,homebrew_count=382;percent=0.02;cask=cmake-app
651,Microsoft Openjdk@17,other,Other,,microsoft-openjdk-17,other,homebrew_cask_30d:553,651,needs_classification,0.30,,homebrew_count=382;percent=0.02;cask=microsoft-openjdk@17
652,Gitkraken CLI,development,Development,,gitkraken-cli,development,homebrew_cask_30d:556,652,single_tag_heuristic_review,0.62,,homebrew_count=381;percent=0.02;cask=gitkraken-cli
653,Qt Creator,other,Other,,qt-creator,other,homebrew_cask_30d:554,653,needs_classification,0.30,,homebrew_count=382;percent=0.02;cask=qt-creator
654,Microsoft Onenote,writing|productivity,Writing|Productivity,,microsoft-onenote,writing,homebrew_cask_30d:557,654,multi_tag_heuristic_review,0.70,,homebrew_count=380;percent=0.02;cask=microsoft-onenote
655,Superset,other,Other,,superset,other,homebrew_cask_30d:555,655,needs_classification,0.30,,homebrew_count=381;percent=0.02;cask=superset
656,Aninsomniacy/motrix Next/motrix Next,transfer,Uploads & Downloads,,aninsomniacy-motrix-next-motrix-next,development,homebrew_cask_30d:559,656,single_tag_heuristic_review,0.62,,homebrew_count=379;percent=0.02;cask=aninsomniacy/motrix-next/motrix-next
657,Autodesk Fusion,other,Other,,autodesk-fusion,other,homebrew_cask_30d:558,657,needs_classification,0.30,,homebrew_count=379;percent=0.02;cask=autodesk-fusion
658,Devantler Tech/formulas/ksail,development,Development,,devantler-tech-formulas-ksail,development,homebrew_cask_30d:561,658,single_tag_heuristic_review,0.62,,homebrew_count=377;percent=0.02;cask=devantler-tech/formulas/ksail
659,Wireshark Chmodbpf,utilities,Utilities,,wireshark-chmodbpf,utilities,homebrew_cask_30d:562,659,single_tag_heuristic_review,0.62,,homebrew_count=376;percent=0.02;cask=wireshark-chmodbpf
660,Apifox,other,Other,,apifox,other,homebrew_cask_30d:560,660,needs_classification,0.30,,homebrew_count=377;percent=0.02;cask=apifox
661,Amneziavpn,utilities,Utilities,,amneziavpn,utilities,homebrew_cask_30d:564,661,single_tag_heuristic_review,0.62,,homebrew_count=374;percent=0.02;cask=amneziavpn
662,Kitlangton Hex,other,Other,,kitlangton-hex,other,homebrew_cask_30d:563,662,needs_classification,0.30,,homebrew_count=375;percent=0.02;cask=kitlangton-hex
663,Downie,transfer,Uploads & Downloads,,downie,other,homebrew_cask_30d:565,663,single_tag_heuristic_review,0.62,,homebrew_count=373;percent=0.02;cask=downie
664,Veracrypt,other,Other,,veracrypt,other,homebrew_cask_30d:566,664,needs_classification,0.30,,homebrew_count=371;percent=0.02;cask=veracrypt
665,Hyperkey,other,Other,,hyperkey,other,homebrew_cask_30d:567,665,needs_classification,0.30,,homebrew_count=369;percent=0.02;cask=hyperkey
666,Geekbench,other,Other,,geekbench,other,homebrew_cask_30d:568,666,needs_classification,0.30,,homebrew_count=369;percent=0.02;cask=geekbench
667,Adguard,other,Other,,adguard,other,homebrew_cask_30d:569,667,needs_classification,0.30,,homebrew_count=369;percent=0.02;cask=adguard
668,Font Noto Sans Cjk Sc,utilities,Utilities,,font-noto-sans-cjk-sc,other,homebrew_cask_30d:570,668,single_tag_heuristic_review,0.62,,homebrew_count=368;percent=0.02;cask=font-noto-sans-cjk-sc
669,Xld,other,Other,,xld,other,homebrew_cask_30d:571,669,needs_classification,0.30,,homebrew_count=368;percent=0.02;cask=xld
670,Herd,other,Other,,herd,other,homebrew_cask_30d:572,670,needs_classification,0.30,,homebrew_count=367;percent=0.02;cask=herd
671,Kate,other,Other,,kate,other,homebrew_cask_30d:573,671,needs_classification,0.30,,homebrew_count=366;percent=0.02;cask=kate
672,Zulu@25,development,Development,,zulu-25,other,homebrew_cask_30d:574,672,single_tag_heuristic_review,0.62,,homebrew_count=364;percent=0.02;cask=zulu@25
673,Mattermost,communication,Communication,,mattermost,other,homebrew_cask_30d:575,673,single_tag_heuristic_review,0.62,,homebrew_count=363;percent=0.02;cask=mattermost
674,Losslesscut,video|media,Video|Media,,losslesscut,other,homebrew_cask_30d:576,674,multi_tag_heuristic_review,0.70,,homebrew_count=363;percent=0.02;cask=losslesscut
675,Tsh,other,Other,,tsh,other,homebrew_cask_30d:577,675,needs_classification,0.30,,homebrew_count=363;percent=0.02;cask=tsh
676,Kid3,other,Other,,kid3,other,homebrew_cask_30d:578,676,needs_classification,0.30,,homebrew_count=362;percent=0.02;cask=kid3
677,Linear Linear,productivity,Productivity,,linear-linear,productivity,homebrew_cask_30d:581,677,single_tag_heuristic_review,0.62,,homebrew_count=361;percent=0.02;cask=linear-linear
678,Malwarebytes,security|utilities,Security|Utilities,,malwarebytes,other,homebrew_cask_30d:579,678,multi_tag_heuristic_review,0.70,,homebrew_count=362;percent=0.02;cask=malwarebytes
679,Paseo,other,Other,,paseo,other,homebrew_cask_30d:580,679,needs_classification,0.30,,homebrew_count=362;percent=0.02;cask=paseo
680,Copyclip,other,Other,,copyclip,other,homebrew_cask_30d:582,680,needs_classification,0.30,,homebrew_count=360;percent=0.02;cask=copyclip
681,Jellyfin Media Player,entertainment,Entertainment,,jellyfin-media-player,media,homebrew_cask_30d:585,681,single_tag_heuristic_review,0.62,,homebrew_count=359;percent=0.02;cask=jellyfin-media-player
682,Copyq,other,Other,,copyq,other,homebrew_cask_30d:583,682,needs_classification,0.30,,homebrew_count=360;percent=0.02;cask=copyq
683,Makemkv,other,Other,,makemkv,other,homebrew_cask_30d:584,683,needs_classification,0.30,,homebrew_count=359;percent=0.02;cask=makemkv
684,Rectangle Pro,utilities|system-enhancement,Utilities|System Enhancements,,rectangle-pro,productivity,homebrew_cask_30d:587,684,multi_tag_heuristic_review,0.70,,homebrew_count=356;percent=0.02;cask=rectangle-pro
685,Google Japanese Ime,other,Other,,google-japanese-ime,other,homebrew_cask_30d:586,685,needs_classification,0.30,,homebrew_count=359;percent=0.02;cask=google-japanese-ime
686,Font Sf Mono Nerd Font Ligaturized,utilities,Utilities,,font-sf-mono-nerd-font-ligaturized,development,homebrew_cask_30d:590,686,single_tag_heuristic_review,0.62,,homebrew_count=354;percent=0.01;cask=font-sf-mono-nerd-font-ligaturized
687,Hex Fiend,other,Other,,hex-fiend,other,homebrew_cask_30d:588,687,needs_classification,0.30,,homebrew_count=355;percent=0.02;cask=hex-fiend
688,Plex Media Server,video|media|entertainment,Video|Media|Entertainment,,plex-media-server,media,homebrew_cask_30d:591,688,multi_tag_heuristic_review,0.70,,homebrew_count=353;percent=0.01;cask=plex-media-server
689,Readdle Spark,communication,Communication,,readdle-spark,other,homebrew_cask_30d:589,689,single_tag_heuristic_review,0.62,,homebrew_count=354;percent=0.01;cask=readdle-spark
690,Xbar,other,Other,,xbar,other,homebrew_cask_30d:592,690,needs_classification,0.30,,homebrew_count=353;percent=0.01;cask=xbar
691,Font Noto Sans Cjk,utilities,Utilities,,font-noto-sans-cjk,other,homebrew_cask_30d:593,691,single_tag_heuristic_review,0.62,,homebrew_count=353;percent=0.01;cask=font-noto-sans-cjk
692,Roblox,game|entertainment,Games|Entertainment,,roblox,entertainment,homebrew_cask_30d:596,692,multi_tag_heuristic_review,0.70,,homebrew_count=349;percent=0.01;cask=roblox
693,Jhlee0409/tap/claude Code History Viewer,ai-tools|development,AI Tools|Development,,jhlee0409-tap-claude-code-history-viewer,other,homebrew_cask_30d:594,693,multi_tag_heuristic_review,0.70,,homebrew_count=352;percent=0.01;cask=jhlee0409/tap/claude-code-history-viewer
694,Font Noto Sans,utilities,Utilities,,font-noto-sans,other,homebrew_cask_30d:595,694,single_tag_heuristic_review,0.62,,homebrew_count=350;percent=0.01;cask=font-noto-sans
695,Bettermouse,utilities,Utilities,,bettermouse,utilities,homebrew_cask_30d:599,695,single_tag_heuristic_review,0.62,,homebrew_count=347;percent=0.01;cask=bettermouse
696,Font Ubuntu Mono Nerd Font,utilities,Utilities,,font-ubuntu-mono-nerd-font,other,homebrew_cask_30d:597,696,single_tag_heuristic_review,0.62,,homebrew_count=349;percent=0.01;cask=font-ubuntu-mono-nerd-font
697,Font Roboto Mono Nerd Font,utilities,Utilities,,font-roboto-mono-nerd-font,other,homebrew_cask_30d:598,697,single_tag_heuristic_review,0.62,,homebrew_count=348;percent=0.01;cask=font-roboto-mono-nerd-font
698,Oracle Jdk@25,other,Other,,oracle-jdk-25,other,homebrew_cask_30d:600,698,needs_classification,0.30,,homebrew_count=346;percent=0.01;cask=oracle-jdk@25
699,Musicbrainz Picard,media,Media,,musicbrainz-picard,media,homebrew_cask_30d:603,699,single_tag_heuristic_review,0.62,,homebrew_count=345;percent=0.01;cask=musicbrainz-picard
700,Distroav/distroav/distroav,other,Other,,distroav-distroav-distroav,other,homebrew_cask_30d:601,700,needs_classification,0.30,,homebrew_count=346;percent=0.01;cask=distroav/distroav/distroav
701,Qview,other,Other,,qview,other,homebrew_cask_30d:602,701,needs_classification,0.30,,homebrew_count=345;percent=0.01;cask=qview
702,Bluesnooze,other,Other,,bluesnooze,other,homebrew_cask_30d:604,702,needs_classification,0.30,,homebrew_count=345;percent=0.01;cask=bluesnooze
703,Paintbrush,other,Other,,paintbrush,other,homebrew_cask_30d:605,703,needs_classification,0.30,,homebrew_count=344;percent=0.01;cask=paintbrush
704,Transmit,file-management|transfer,File Management|Uploads & Downloads,,transmit,utilities,homebrew_cask_30d:608,704,multi_tag_heuristic_review,0.70,,homebrew_count=342;percent=0.01;cask=transmit
705,Xmind,productivity,Productivity,,xmind,other,homebrew_cask_30d:606,705,single_tag_heuristic_review,0.62,,homebrew_count=343;percent=0.01;cask=xmind
706,Kdiff3,other,Other,,kdiff3,other,homebrew_cask_30d:607,706,needs_classification,0.30,,homebrew_count=343;percent=0.01;cask=kdiff3
707,Mos@beta,utilities,Utilities,,mos-beta,other,homebrew_cask_30d:609,707,single_tag_heuristic_review,0.62,,homebrew_count=341;percent=0.01;cask=mos@beta
708,Updatest,other,Other,,updatest,other,homebrew_cask_30d:610,708,needs_classification,0.30,,homebrew_count=341;percent=0.01;cask=updatest
709,Ghostty@tip,development,Development,,ghostty-tip,development,homebrew_cask_30d:613,709,single_tag_heuristic_review,0.62,,homebrew_count=340;percent=0.01;cask=ghostty@tip
710,Citrix Workspace,other,Other,,citrix-workspace,other,homebrew_cask_30d:611,710,needs_classification,0.30,,homebrew_count=340;percent=0.01;cask=citrix-workspace
711,Xnviewmp,other,Other,,xnviewmp,other,homebrew_cask_30d:612,711,needs_classification,0.30,,homebrew_count=340;percent=0.01;cask=xnviewmp
712,Platypus,other,Other,,platypus,other,homebrew_cask_30d:614,712,needs_classification,0.30,,homebrew_count=339;percent=0.01;cask=platypus
713,Mqttx,other,Other,,mqttx,other,homebrew_cask_30d:615,713,needs_classification,0.30,,homebrew_count=339;percent=0.01;cask=mqttx
714,Youtube Downloader,video|media|entertainment,Video|Media|Entertainment,,youtube-downloader,media,homebrew_cask_30d:618,714,multi_tag_heuristic_review,0.70,,homebrew_count=337;percent=0.01;cask=youtube-downloader
715,Font Geist Mono,utilities,Utilities,,font-geist-mono,other,homebrew_cask_30d:616,715,single_tag_heuristic_review,0.62,,homebrew_count=339;percent=0.01;cask=font-geist-mono
716,Bettercapture,other,Other,,bettercapture,other,homebrew_cask_30d:617,716,needs_classification,0.30,,homebrew_count=338;percent=0.01;cask=bettercapture
717,Blip,other,Other,,blip,other,homebrew_cask_30d:619,717,needs_classification,0.30,,homebrew_count=337;percent=0.01;cask=blip
718,Cork,other,Other,,cork,other,homebrew_cask_30d:620,718,needs_classification,0.30,,homebrew_count=336;percent=0.01;cask=cork
719,Expo Orbit,other,Other,,expo-orbit,other,homebrew_cask_30d:621,719,needs_classification,0.30,,homebrew_count=336;percent=0.01;cask=expo-orbit
720,Font Victor Mono Nerd Font,utilities,Utilities,,font-victor-mono-nerd-font,other,homebrew_cask_30d:622,720,single_tag_heuristic_review,0.62,,homebrew_count=336;percent=0.01;cask=font-victor-mono-nerd-font
722,Font Sketchybar App Font,utilities,Utilities,,font-sketchybar-app-font,design,homebrew_cask_30d:626,722,single_tag_heuristic_review,0.62,,homebrew_count=332;percent=0.01;cask=font-sketchybar-app-font
723,Miro,productivity,Productivity,,miro,other,homebrew_cask_30d:624,723,single_tag_heuristic_review,0.62,,homebrew_count=332;percent=0.01;cask=miro
724,Dot,other,Other,,dot,other,homebrew_cask_30d:625,724,needs_classification,0.30,,homebrew_count=332;percent=0.01;cask=dot
725,Panda,other,Other,,panda,other,homebrew_cask_30d:627,725,needs_classification,0.30,,homebrew_count=331;percent=0.01;cask=panda
726,Rio,other,Other,,rio,other,homebrew_cask_30d:628,726,needs_classification,0.30,,homebrew_count=331;percent=0.01;cask=rio
727,Paraview,other,Other,,paraview,other,homebrew_cask_30d:629,727,needs_classification,0.30,,homebrew_count=329;percent=0.01;cask=paraview
728,0 Ad,other,Other,,0-ad,other,homebrew_cask_30d:630,728,needs_classification,0.30,,homebrew_count=329;percent=0.01;cask=0-ad
729,Trae Cn,other,Other,,trae-cn,other,homebrew_cask_30d:631,729,needs_classification,0.30,,homebrew_count=328;percent=0.01;cask=trae-cn
730,Proton Mail Bridge,communication,Communication,,proton-mail-bridge,communication,homebrew_cask_30d:634,730,single_tag_heuristic_review,0.62,,homebrew_count=326;percent=0.01;cask=proton-mail-bridge
731,Gqrx,other,Other,,gqrx,other,homebrew_cask_30d:632,731,needs_classification,0.30,,homebrew_count=327;percent=0.01;cask=gqrx
732,Fluidvoice,other,Other,,fluidvoice,other,homebrew_cask_30d:633,732,needs_classification,0.30,,homebrew_count=326;percent=0.01;cask=fluidvoice
733,Privileges,other,Other,,privileges,other,homebrew_cask_30d:635,733,needs_classification,0.30,,homebrew_count=325;percent=0.01;cask=privileges
734,Ticktick,other,Other,,ticktick,other,homebrew_cask_30d:636,734,needs_classification,0.30,,homebrew_count=325;percent=0.01;cask=ticktick
735,Finch,other,Other,,finch,other,homebrew_cask_30d:637,735,needs_classification,0.30,,homebrew_count=325;percent=0.01;cask=finch
736,Electerm,other,Other,,electerm,other,homebrew_cask_30d:638,736,needs_classification,0.30,,homebrew_count=325;percent=0.01;cask=electerm
737,Cleanmymac,utilities,Utilities,,cleanmymac,productivity,homebrew_cask_30d:641,737,single_tag_heuristic_review,0.62,,homebrew_count=324;percent=0.01;cask=cleanmymac
738,Ilspy,other,Other,,ilspy,other,homebrew_cask_30d:639,738,needs_classification,0.30,,homebrew_count=325;percent=0.01;cask=ilspy
739,Openemu,other,Other,,openemu,other,homebrew_cask_30d:640,739,needs_classification,0.30,,homebrew_count=325;percent=0.01;cask=openemu
740,Font Montserrat,utilities,Utilities,,font-montserrat,other,homebrew_cask_30d:642,740,single_tag_heuristic_review,0.62,,homebrew_count=324;percent=0.01;cask=font-montserrat
741,Font Inconsolata Nerd Font,utilities,Utilities,,font-inconsolata-nerd-font,other,homebrew_cask_30d:643,741,single_tag_heuristic_review,0.62,,homebrew_count=324;percent=0.01;cask=font-inconsolata-nerd-font
742,Royal Tsx,other,Other,,royal-tsx,other,homebrew_cask_30d:644,742,needs_classification,0.30,,homebrew_count=323;percent=0.01;cask=royal-tsx
743,Commander One,file-management,File Management,,commander-one,other,homebrew_cask_30d:645,743,single_tag_heuristic_review,0.62,,homebrew_count=322;percent=0.01;cask=commander-one
744,Soundsource,other,Other,,soundsource,other,homebrew_cask_30d:646,744,needs_classification,0.30,,homebrew_count=322;percent=0.01;cask=soundsource
745,Setapp,other,Other,,setapp,other,homebrew_cask_30d:647,745,needs_classification,0.30,,homebrew_count=322;percent=0.01;cask=setapp
746,Nvidia Geforce Now,game|entertainment,Games|Entertainment,,nvidia-geforce-now,other,homebrew_cask_30d:648,746,multi_tag_heuristic_review,0.70,,homebrew_count=319;percent=0.01;cask=nvidia-geforce-now
747,Entireio/tap/entire,other,Other,,entireio-tap-entire,other,homebrew_cask_30d:649,747,needs_classification,0.30,,homebrew_count=319;percent=0.01;cask=entireio/tap/entire
748,Sol,other,Other,,sol,other,homebrew_cask_30d:650,748,needs_classification,0.30,,homebrew_count=318;percent=0.01;cask=sol
749,Reqable,other,Other,,reqable,other,homebrew_cask_30d:651,749,needs_classification,0.30,,homebrew_count=317;percent=0.01;cask=reqable
750,Firefox@nightly,browser,Browsers,,firefox-nightly,browser,homebrew_cask_30d:654,750,single_tag_heuristic_review,0.62,,homebrew_count=315;percent=0.01;cask=firefox@nightly
751,Gram,other,Other,,gram,other,homebrew_cask_30d:652,751,needs_classification,0.30,,homebrew_count=317;percent=0.01;cask=gram
752,Jd Gui,other,Other,,jd-gui,other,homebrew_cask_30d:653,752,needs_classification,0.30,,homebrew_count=316;percent=0.01;cask=jd-gui
753,Sozercan/repo/kaset,other,Other,,sozercan-repo-kaset,other,homebrew_cask_30d:655,753,needs_classification,0.30,,homebrew_count=314;percent=0.01;cask=sozercan/repo/kaset
754,Font Sf Mono,utilities,Utilities,,font-sf-mono,other,homebrew_cask_30d:656,754,single_tag_heuristic_review,0.62,,homebrew_count=314;percent=0.01;cask=font-sf-mono
755,V2rayu,other,Other,,v2rayu,other,homebrew_cask_30d:657,755,needs_classification,0.30,,homebrew_count=314;percent=0.01;cask=v2rayu
756,Miaoyan,other,Other,,miaoyan,other,homebrew_cask_30d:658,756,needs_classification,0.30,,homebrew_count=313;percent=0.01;cask=miaoyan
757,Tofu,other,Other,,tofu,other,homebrew_cask_30d:659,757,needs_classification,0.30,,homebrew_count=313;percent=0.01;cask=tofu
758,Font Dejavu Sans Mono Nerd Font,utilities,Utilities,,font-dejavu-sans-mono-nerd-font,other,homebrew_cask_30d:660,758,single_tag_heuristic_review,0.62,,homebrew_count=312;percent=0.01;cask=font-dejavu-sans-mono-nerd-font
759,Local,other,Other,,local,other,homebrew_cask_30d:661,759,needs_classification,0.30,,homebrew_count=312;percent=0.01;cask=local
760,Doubao,other,Other,,doubao,other,homebrew_cask_30d:662,760,needs_classification,0.30,,homebrew_count=310;percent=0.01;cask=doubao
761,Smcfancontrol,other,Other,,smcfancontrol,other,homebrew_cask_30d:663,761,needs_classification,0.30,,homebrew_count=310;percent=0.01;cask=smcfancontrol
762,Texstudio,other,Other,,texstudio,other,homebrew_cask_30d:664,762,needs_classification,0.30,,homebrew_count=308;percent=0.01;cask=texstudio
763,Love,other,Other,,love,other,homebrew_cask_30d:665,763,needs_classification,0.30,,homebrew_count=307;percent=0.01;cask=love
764,Font Hack,utilities,Utilities,,font-hack,other,homebrew_cask_30d:666,764,single_tag_heuristic_review,0.62,,homebrew_count=306;percent=0.01;cask=font-hack
765,Openlp,other,Other,,openlp,other,homebrew_cask_30d:667,765,needs_classification,0.30,,homebrew_count=306;percent=0.01;cask=openlp
766,Imazing,other,Other,,imazing,other,homebrew_cask_30d:668,766,needs_classification,0.30,,homebrew_count=306;percent=0.01;cask=imazing
767,Flux App,other,Other,,flux-app,other,homebrew_cask_30d:669,767,needs_classification,0.30,,homebrew_count=306;percent=0.01;cask=flux-app
768,Font Source Sans 3,utilities,Utilities,,font-source-sans-3,other,homebrew_cask_30d:670,768,single_tag_heuristic_review,0.62,,homebrew_count=305;percent=0.01;cask=font-source-sans-3
769,Jurplel/tap/instant Space Switcher,other,Other,,jurplel-tap-instant-space-switcher,other,homebrew_cask_30d:671,769,needs_classification,0.30,,homebrew_count=305;percent=0.01;cask=jurplel/tap/instant-space-switcher
770,Only Switch,other,Other,,only-switch,other,homebrew_cask_30d:672,770,needs_classification,0.30,,homebrew_count=304;percent=0.01;cask=only-switch
771,Flycut,other,Other,,flycut,other,homebrew_cask_30d:673,771,needs_classification,0.30,,homebrew_count=304;percent=0.01;cask=flycut
772,Modern Csv,other,Other,,modern-csv,other,homebrew_cask_30d:674,772,needs_classification,0.30,,homebrew_count=304;percent=0.01;cask=modern-csv
773,Sioyek,other,Other,,sioyek,other,homebrew_cask_30d:675,773,needs_classification,0.30,,homebrew_count=303;percent=0.01;cask=sioyek
774,Switchhosts,other,Other,,switchhosts,other,homebrew_cask_30d:676,774,needs_classification,0.30,,homebrew_count=303;percent=0.01;cask=switchhosts
775,Neteasemusic,media,Media,,neteasemusic,media,homebrew_cask_30d:679,775,single_tag_heuristic_review,0.62,,homebrew_count=302;percent=0.01;cask=neteasemusic
776,Mysql Shell,other,Other,,mysql-shell,other,homebrew_cask_30d:677,776,needs_classification,0.30,,homebrew_count=303;percent=0.01;cask=mysql-shell
777,Paragon Ntfs,other,Other,,paragon-ntfs,other,homebrew_cask_30d:678,777,needs_classification,0.30,,homebrew_count=303;percent=0.01;cask=paragon-ntfs
778,Thaw@beta,utilities,Utilities,,thaw-beta,other,homebrew_cask_30d:680,778,single_tag_heuristic_review,0.62,,homebrew_count=302;percent=0.01;cask=thaw@beta
779,Thusvill/livewallpaper/livewallpaper,other,Other,,thusvill-livewallpaper-livewallpaper,other,homebrew_cask_30d:681,779,needs_classification,0.30,,homebrew_count=301;percent=0.01;cask=thusvill/livewallpaper/livewallpaper
780,Apache Directory Studio,other,Other,,apache-directory-studio,other,homebrew_cask_30d:682,780,needs_classification,0.30,,homebrew_count=301;percent=0.01;cask=apache-directory-studio
781,Qlstephen,other,Other,,qlstephen,other,homebrew_cask_30d:683,781,needs_classification,0.30,,homebrew_count=297;percent=0.01;cask=qlstephen
782,Halloy,other,Other,,halloy,other,homebrew_cask_30d:684,782,needs_classification,0.30,,homebrew_count=293;percent=0.01;cask=halloy
783,Font Roboto Mono,utilities,Utilities,,font-roboto-mono,other,homebrew_cask_30d:685,783,single_tag_heuristic_review,0.62,,homebrew_count=293;percent=0.01;cask=font-roboto-mono
784,Floorp,browser,Browsers,,floorp,other,homebrew_cask_30d:686,784,single_tag_heuristic_review,0.62,,homebrew_count=293;percent=0.01;cask=floorp
785,Blockblock,other,Other,,blockblock,other,homebrew_cask_30d:687,785,needs_classification,0.30,,homebrew_count=293;percent=0.01;cask=blockblock
786,1password Cli@beta,security|utilities,Security|Utilities,,1password-cli-beta,productivity,homebrew_cask_30d:690,786,multi_tag_heuristic_review,0.70,,homebrew_count=290;percent=0.01;cask=1password-cli@beta
787,Lidanglesensor,other,Other,,lidanglesensor,other,homebrew_cask_30d:688,787,needs_classification,0.30,,homebrew_count=291;percent=0.01;cask=lidanglesensor
788,Synology Drive,other,Other,,synology-drive,other,homebrew_cask_30d:689,788,needs_classification,0.30,,homebrew_count=290;percent=0.01;cask=synology-drive
789,Pluk Inc/tap/markdown Preview,writing|picture-photo|system|utilities,Writing|Pictures & Photos|System Apps|Utilities,,pluk-inc-tap-markdown-preview,writing,homebrew_cask_30d:693,789,multi_tag_heuristic_review,0.70,,homebrew_count=286;percent=0.01;cask=pluk-inc/tap/markdown-preview
790,Awesomedog/tap/maxlaunchpad,other,Other,,awesomedog-tap-maxlaunchpad,other,homebrew_cask_30d:691,790,needs_classification,0.30,,homebrew_count=289;percent=0.01;cask=awesomedog/tap/maxlaunchpad
791,Reactotron,other,Other,,reactotron,other,homebrew_cask_30d:692,791,needs_classification,0.30,,homebrew_count=288;percent=0.01;cask=reactotron
792,Tencent Lemon,other,Other,,tencent-lemon,other,homebrew_cask_30d:694,792,needs_classification,0.30,,homebrew_count=286;percent=0.01;cask=tencent-lemon
793,Super Productivity,other,Other,,super-productivity,other,homebrew_cask_30d:695,793,needs_classification,0.30,,homebrew_count=286;percent=0.01;cask=super-productivity
794,Jordanbaird Ice@beta,utilities|system-enhancement,Utilities|System Enhancements,,jordanbaird-ice-beta,other,homebrew_cask_30d:696,794,multi_tag_heuristic_review,0.70,,homebrew_count=285;percent=0.01;cask=jordanbaird-ice@beta
795,Font Code New Roman Nerd Font,utilities,Utilities,,font-code-new-roman-nerd-font,other,homebrew_cask_30d:697,795,single_tag_heuristic_review,0.62,,homebrew_count=285;percent=0.01;cask=font-code-new-roman-nerd-font
796,Winbox,other,Other,,winbox,other,homebrew_cask_30d:698,796,needs_classification,0.30,,homebrew_count=284;percent=0.01;cask=winbox
797,Font Eb Garamond,utilities,Utilities,,font-eb-garamond,other,homebrew_cask_30d:699,797,single_tag_heuristic_review,0.62,,homebrew_count=282;percent=0.01;cask=font-eb-garamond
798,Thonny,other,Other,,thonny,other,homebrew_cask_30d:700,798,needs_classification,0.30,,homebrew_count=282;percent=0.01;cask=thonny
799,Kdenlive,other,Other,,kdenlive,other,homebrew_cask_30d:701,799,needs_classification,0.30,,homebrew_count=282;percent=0.01;cask=kdenlive
800,Cameracontroller,other,Other,,cameracontroller,other,homebrew_cask_30d:702,800,needs_classification,0.30,,homebrew_count=281;percent=0.01;cask=cameracontroller
801,The Wineskin Project/wineskin/wineskin,other,Other,,the-wineskin-project-wineskin-wineskin,other,homebrew_cask_30d:703,801,needs_classification,0.30,,homebrew_count=281;percent=0.01;cask=the-wineskin-project/wineskin/wineskin
